epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
72,5017.85,0.08446,0.92424,0.99621,0.30667,0.000354444,0.000354444,0.000354444
73,5084.93,0.07641,0.92614,0.99432,0.34365,0.000350042,0.000350042,0.000350042
74,5155.87,0.08033,0.92614,0.99811,0.3121,0.000345639,0.000345639,0.000345639
75,5222.32,0.07964,0.93182,0.99621,0.27427,0.000341237,0.000341237,0.000341237
76,5294.15,0.0712,0.92992,0.99432,0.30777,0.000336835,0.000336835,0.000336835
77,5360.74,0.05571,0.91667,0.99432,0.32291,0.000332433,0.000332433,0.000332433
78,5430.25,0.05861,0.92235,0.99621,0.3137,0.000328031,0.000328031,0.000328031
79,5502.89,0.06896,0.92424,1,0.26857,0.000323628,0.000323628,0.000323628
80,5569.24,0.06136,0.9375,0.99621,0.29262,0.000319226,0.000319226,0.000319226
81,5641.76,0.06557,0.93939,0.99811,0.2636,0.000314824,0.000314824,0.000314824
82,5710.63,0.07768,0.92803,0.99811,0.31818,0.000310422,0.000310422,0.000310422
83,5775.83,0.06847,0.92992,0.99621,0.27394,0.00030602,0.00030602,0.00030602
84,5845.44,0.056,0.92803,0.99811,0.27938,0.000301617,0.000301617,0.000301617
85,5917.28,0.05598,0.93939,0.99811,0.26686,0.000297215,0.000297215,0.000297215
86,5983.64,0.06725,0.92803,0.99811,0.29473,0.000292813,0.000292813,0.000292813
87,6053.71,0.05129,0.93182,0.99621,0.31707,0.000288411,0.000288411,0.000288411
88,6125.65,0.05082,0.92235,0.99811,0.27263,0.000284009,0.000284009,0.000284009
89,6192.92,0.05311,0.93182,0.99811,0.27107,0.000279606,0.000279606,0.000279606
90,6261.82,0.05159,0.92803,0.99811,0.25875,0.000275204,0.000275204,0.000275204
91,6333.76,0.04593,0.94697,0.99621,0.26184,0.000270802,0.000270802,0.000270802
92,6401.33,0.04446,0.93182,0.99811,0.25967,0.0002664,0.0002664,0.0002664
93,6471.16,0.05834,0.92803,0.99811,0.28177,0.000261998,0.000261998,0.000261998
94,6542.79,0.05609,0.93182,0.99621,0.31145,0.000257595,0.000257595,0.000257595
95,6609.76,0.04464,0.94318,0.99621,0.2783,0.000253193,0.000253193,0.000253193
96,6677.44,0.03399,0.93939,0.99432,0.29914,0.000248791,0.000248791,0.000248791
97,6751.96,0.04915,0.94318,0.99621,0.28705,0.000244389,0.000244389,0.000244389
98,6818,0.05123,0.93371,0.99621,0.29073,0.000239987,0.000239987,0.000239987
99,6887.84,0.06156,0.93182,0.99621,0.34641,0.000235584,0.000235584,0.000235584
100,6955.57,0.06107,0.93939,0.99432,0.28924,0.000231182,0.000231182,0.000231182
101,7027.47,0.04081,0.94697,0.99432,0.31115,0.00022678,0.00022678,0.00022678
102,7095.51,0.03527,0.94318,0.99432,0.26744,0.000222378,0.000222378,0.000222378
103,7164.06,0.03102,0.9375,0.99621,0.28691,0.000217976,0.000217976,0.000217976
104,7234.05,0.03969,0.94697,0.99621,0.26875,0.000213573,0.000213573,0.000213573
105,7302.73,0.04337,0.94129,0.99811,0.30205,0.000209171,0.000209171,0.000209171
106,7374.57,0.04771,0.94697,0.99811,0.26494,0.000204769,0.000204769,0.000204769
107,7439.75,0.04064,0.94886,0.99621,0.27105,0.000200367,0.000200367,0.000200367
108,7515.68,0.06219,0.93561,0.99621,0.2642,0.000195965,0.000195965,0.000195965
109,7583.48,0.0439,0.93561,0.99811,0.27131,0.000191562,0.000191562,0.000191562
110,7653.84,0.02801,0.94318,0.99621,0.25993,0.00018716,0.00018716,0.00018716
111,7720.52,0.03517,0.94318,0.99432,0.28574,0.000182758,0.000182758,0.000182758
112,7787.85,0.03205,0.94129,0.99621,0.29084,0.000178356,0.000178356,0.000178356
113,7859.64,0.03486,0.94129,0.99621,0.32501,0.000173954,0.000173954,0.000173954
114,7926.13,0.03316,0.93371,0.99621,0.2855,0.000169551,0.000169551,0.000169551
115,7994.94,0.02893,0.94318,0.99621,0.26925,0.000165149,0.000165149,0.000165149
116,8066.01,0.02828,0.94697,0.99621,0.29018,0.000160747,0.000160747,0.000160747
117,8135.35,0.03536,0.93939,0.99432,0.29156,0.000156345,0.000156345,0.000156345
118,8207.54,0.03116,0.93182,0.99432,0.28797,0.000151943,0.000151943,0.000151943
119,8275.47,0.02937,0.94129,0.99621,0.28142,0.00014754,0.00014754,0.00014754
120,8344.52,0.02866,0.94697,0.99621,0.25849,0.000143138,0.000143138,0.000143138
121,8411.75,0.03142,0.94129,0.99621,0.26834,0.000138736,0.000138736,0.000138736
122,8482.94,0.02866,0.94697,0.99621,0.2814,0.000134334,0.000134334,0.000134334
123,8555.28,0.02697,0.94129,0.99621,0.27162,0.000129932,0.000129932,0.000129932
124,8619.74,0.03618,0.93561,0.99432,0.29875,0.000125529,0.000125529,0.000125529
125,8690.92,0.0249,0.9375,0.99432,0.31395,0.000121127,0.000121127,0.000121127
126,8757.72,0.02349,0.94508,0.99432,0.32671,0.000116725,0.000116725,0.000116725
127,8828.64,0.02432,0.94697,0.99432,0.29091,0.000112323,0.000112323,0.000112323
128,8900.53,0.03698,0.94508,0.99432,0.30541,0.000107921,0.000107921,0.000107921
129,8971.9,0.02892,0.94697,0.99621,0.30193,0.000103518,0.000103518,0.000103518
130,9038.81,0.02268,0.9375,0.99432,0.30789,9.91162e-05,9.91162e-05,9.91162e-05
131,9109.74,0.02721,0.93561,0.99432,0.30589,9.4714e-05,9.4714e-05,9.4714e-05
132,9178.35,0.02678,0.93561,0.99432,0.31674,9.03118e-05,9.03118e-05,9.03118e-05
133,9247.02,0.0261,0.93939,0.99432,0.35336,8.59096e-05,8.59096e-05,8.59096e-05
134,9314.49,0.03006,0.9375,0.99432,0.31627,8.15074e-05,8.15074e-05,8.15074e-05
135,9385.43,0.02096,0.93939,0.99432,0.28721,7.71052e-05,7.71052e-05,7.71052e-05
136,9455.28,0.02386,0.94318,0.99432,0.30762,7.2703e-05,7.2703e-05,7.2703e-05
137,9526,0.02053,0.94318,0.99432,0.29336,6.83008e-05,6.83008e-05,6.83008e-05
138,9595.12,0.03089,0.94697,0.99432,0.28765,6.38986e-05,6.38986e-05,6.38986e-05
139,9662.26,0.01521,0.94697,0.99432,0.27991,5.94964e-05,5.94964e-05,5.94964e-05
140,9732.23,0.02052,0.94697,0.99432,0.2769,5.50942e-05,5.50942e-05,5.50942e-05
141,9811.58,0.02607,0.94508,0.99621,0.29056,5.0692e-05,5.0692e-05,5.0692e-05
142,9877.2,0.01816,0.94508,0.99432,0.29163,4.62898e-05,4.62898e-05,4.62898e-05
143,9949.52,0.02008,0.94318,0.99432,0.2908,4.18876e-05,4.18876e-05,4.18876e-05
144,10016.8,0.01858,0.94129,0.99432,0.29105,3.74854e-05,3.74854e-05,3.74854e-05
145,10085.2,0.01615,0.94508,0.99432,0.30767,3.30832e-05,3.30832e-05,3.30832e-05
146,10160.9,0.01326,0.94129,0.99432,0.31286,2.8681e-05,2.8681e-05,2.8681e-05
147,10225.9,0.01766,0.94129,0.99432,0.29219,2.42788e-05,2.42788e-05,2.42788e-05
148,10296.6,0.03493,0.94129,0.99432,0.29638,1.98766e-05,1.98766e-05,1.98766e-05
149,10365.2,0.02052,0.94318,0.99432,0.2854,1.54744e-05,1.54744e-05,1.54744e-05
150,10435.7,0.01653,0.93939,0.99432,0.29112,1.10722e-05,1.10722e-05,1.10722e-05
