epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,1609.49,0.80806,0.80147,1.26382,0.78689,0.7318,0.77816,0.51349,1.13682,0.70124,1.22727,0.000456053,0.000456053,0.000456053
36,1654.96,0.79175,0.79526,1.2692,0.87402,0.67592,0.78688,0.51753,1.09948,0.68835,1.17025,0.000452172,0.000452172,0.000452172
37,1701.57,0.78181,0.78393,1.24538,0.74324,0.78532,0.78329,0.5245,1.074,0.70258,1.14143,0.000448291,0.000448291,0.000448291
38,1746.89,0.76281,0.78061,1.24111,0.79031,0.71549,0.77435,0.52623,1.0724,0.68367,1.16765,0.00044441,0.00044441,0.00044441
39,1793.39,0.78022,0.76936,1.24649,0.72832,0.73305,0.74923,0.49456,1.08686,0.69268,1.14707,0.00044053,0.00044053,0.00044053
40,1839.06,0.79027,0.81386,1.26503,0.80978,0.74761,0.81082,0.5571,1.06979,0.65349,1.1712,0.000436649,0.000436649,0.000436649
41,1885.16,0.76426,0.80234,1.24853,0.67421,0.7775,0.78732,0.52896,1.0685,0.68149,1.18438,0.000432768,0.000432768,0.000432768
42,1930.67,0.76749,0.75883,1.2309,0.74695,0.75023,0.7746,0.51257,1.07796,0.69511,1.14988,0.000428887,0.000428887,0.000428887
43,1976.84,0.74265,0.74607,1.22712,0.79456,0.74643,0.79264,0.5328,1.05899,0.6576,1.13317,0.000425006,0.000425006,0.000425006
44,2022.7,0.75745,0.74535,1.22928,0.76222,0.77588,0.80167,0.53003,1.08179,0.67082,1.15193,0.000421126,0.000421126,0.000421126
45,2068.14,0.75245,0.74324,1.21769,0.82713,0.74547,0.79991,0.54681,1.07546,0.67847,1.14882,0.000417245,0.000417245,0.000417245
46,2114.47,0.75269,0.73156,1.21552,0.80041,0.77714,0.80178,0.55554,1.04772,0.64963,1.11231,0.000413364,0.000413364,0.000413364
47,2160.43,0.73564,0.71473,1.19601,0.83187,0.72798,0.81413,0.54589,1.03951,0.64283,1.12053,0.000409483,0.000409483,0.000409483
48,2205.96,0.73006,0.72372,1.20919,0.67447,0.77009,0.76759,0.52482,1.08358,0.6722,1.16696,0.000405602,0.000405602,0.000405602
49,2251.55,0.7486,0.72353,1.20917,0.79121,0.73981,0.79319,0.54242,1.05195,0.63175,1.14621,0.000401722,0.000401722,0.000401722
50,2297.59,0.72601,0.70216,1.21489,0.8229,0.74223,0.7837,0.53682,1.05567,0.63904,1.13811,0.000397841,0.000397841,0.000397841
51,2343.36,0.73609,0.7213,1.19612,0.81797,0.75015,0.78431,0.53235,1.07814,0.65933,1.18211,0.00039396,0.00039396,0.00039396
52,2389.12,0.74141,0.71491,1.19377,0.68072,0.77351,0.78565,0.53765,1.04996,0.63645,1.09812,0.000390079,0.000390079,0.000390079
53,2435.44,0.71779,0.68797,1.19635,0.80903,0.72337,0.77817,0.53229,1.03833,0.68505,1.12141,0.000386198,0.000386198,0.000386198
54,2481.55,0.72067,0.70892,1.19113,0.85848,0.71664,0.79323,0.53198,1.05871,0.64555,1.15142,0.000382318,0.000382318,0.000382318
55,2526.98,0.71441,0.69217,1.18631,0.80212,0.77598,0.81518,0.57324,1.03788,0.60293,1.11775,0.000378437,0.000378437,0.000378437
56,2574.01,0.72995,0.68549,1.19403,0.85125,0.72847,0.80498,0.55324,1.0539,0.62472,1.138,0.000374556,0.000374556,0.000374556
57,2619.63,0.72344,0.67459,1.18261,0.78578,0.74925,0.78184,0.55633,1.02371,0.63671,1.10475,0.000370675,0.000370675,0.000370675
58,2665.2,0.69254,0.65177,1.1652,0.80515,0.72673,0.78368,0.5496,1.03203,0.62659,1.10772,0.000366794,0.000366794,0.000366794
59,2713.07,0.69051,0.66951,1.16727,0.80162,0.74414,0.78936,0.54984,1.02795,0.61506,1.10873,0.000362914,0.000362914,0.000362914
60,2758.94,0.72574,0.66898,1.1922,0.80218,0.74172,0.78989,0.54682,1.04821,0.63573,1.1664,0.000359033,0.000359033,0.000359033
61,2805.96,0.69879,0.64474,1.16453,0.85337,0.75392,0.80808,0.56016,1.04711,0.6117,1.13758,0.000355152,0.000355152,0.000355152
62,2851.84,0.69017,0.63047,1.16132,0.85291,0.77659,0.8112,0.56422,1.04236,0.61609,1.13612,0.000351271,0.000351271,0.000351271
63,2897.17,0.68575,0.63651,1.16286,0.84217,0.75444,0.79604,0.55755,1.01747,0.62008,1.08908,0.00034739,0.00034739,0.00034739
64,2944.02,0.6895,0.63632,1.16312,0.79956,0.8002,0.80712,0.5636,1.02553,0.61664,1.13553,0.00034351,0.00034351,0.00034351
65,2990.88,0.68384,0.62936,1.17319,0.87418,0.78036,0.82882,0.59117,1.01072,0.56939,1.09436,0.000339629,0.000339629,0.000339629
66,3037.36,0.68062,0.62183,1.16371,0.86435,0.72683,0.79514,0.56267,1.01064,0.60907,1.09579,0.000335748,0.000335748,0.000335748
67,3083.19,0.66664,0.61263,1.15378,0.82335,0.77673,0.80132,0.56902,1.03373,0.5914,1.11128,0.000331867,0.000331867,0.000331867
68,3129.61,0.68265,0.60995,1.15278,0.81581,0.776,0.7942,0.54747,1.01642,0.59535,1.11145,0.000327986,0.000327986,0.000327986
69,3176.22,0.68425,0.61538,1.14697,0.76963,0.77299,0.78888,0.56257,1.00206,0.59385,1.1026,0.000324106,0.000324106,0.000324106
70,3221.92,0.65454,0.59643,1.12524,0.89569,0.75584,0.81551,0.57353,1.00874,0.58675,1.1174,0.000320225,0.000320225,0.000320225
71,3268.88,0.65967,0.59034,1.14327,0.73102,0.79719,0.80429,0.57374,0.99351,0.57032,1.09884,0.000316344,0.000316344,0.000316344
72,3314.63,0.67483,0.59555,1.14543,0.82134,0.78216,0.80263,0.57648,1.03605,0.5853,1.12092,0.000312463,0.000312463,0.000312463
73,3360.5,0.67946,0.60486,1.14501,0.89771,0.75421,0.82983,0.57552,1.01026,0.57155,1.10637,0.000308582,0.000308582,0.000308582
74,3406.74,0.66344,0.60059,1.13409,0.83877,0.78114,0.81384,0.5825,0.99865,0.59099,1.07918,0.000304702,0.000304702,0.000304702
75,3453.38,0.6681,0.60056,1.13936,0.82134,0.78288,0.80608,0.57832,0.98651,0.57425,1.07956,0.000300821,0.000300821,0.000300821
76,3499.17,0.65927,0.56577,1.11901,0.8277,0.76414,0.8072,0.57085,1.00198,0.59613,1.08885,0.00029694,0.00029694,0.00029694
77,3546.2,0.64954,0.59077,1.13304,0.84061,0.76876,0.79252,0.55757,1.01566,0.59211,1.11076,0.000293059,0.000293059,0.000293059
78,3593.13,0.63705,0.56031,1.12785,0.85793,0.75904,0.80836,0.57445,0.97919,0.57761,1.08709,0.000289178,0.000289178,0.000289178
79,3639.43,0.64313,0.56684,1.11796,0.80344,0.78656,0.80782,0.57455,1.00073,0.57207,1.09729,0.000285298,0.000285298,0.000285298
80,3685.68,0.64679,0.57051,1.12547,0.85681,0.74299,0.80609,0.58739,0.99978,0.58089,1.09557,0.000281417,0.000281417,0.000281417
81,3731.46,0.6491,0.56929,1.1201,0.85544,0.76497,0.82463,0.58795,0.98036,0.56685,1.10646,0.000277536,0.000277536,0.000277536
82,3778.19,0.62691,0.55671,1.10711,0.7306,0.79034,0.80624,0.57843,0.98512,0.57649,1.07919,0.000273655,0.000273655,0.000273655
83,3823.43,0.64675,0.56591,1.12137,0.85746,0.78013,0.82917,0.58683,0.97636,0.56376,1.05255,0.000269774,0.000269774,0.000269774
84,3870.03,0.64812,0.54618,1.10332,0.83669,0.77569,0.80285,0.58577,0.99744,0.58056,1.10271,0.000265894,0.000265894,0.000265894
85,3916.55,0.64531,0.55446,1.09691,0.82954,0.76234,0.80841,0.58434,0.99356,0.58724,1.0627,0.000262013,0.000262013,0.000262013
86,3962.47,0.63619,0.54804,1.11228,0.86348,0.77229,0.81483,0.59221,0.96884,0.555,1.0706,0.000258132,0.000258132,0.000258132
87,4008.7,0.6108,0.52903,1.08587,0.83994,0.78738,0.81063,0.58373,0.9968,0.5681,1.09791,0.000254251,0.000254251,0.000254251
88,4054.09,0.62536,0.53991,1.10246,0.7142,0.78931,0.81104,0.58937,0.97479,0.55809,1.0687,0.00025037,0.00025037,0.00025037
89,4099.79,0.61719,0.53714,1.11358,0.84774,0.77997,0.81893,0.59162,0.99748,0.55646,1.09357,0.00024649,0.00024649,0.00024649
90,4146.44,0.62601,0.52896,1.09717,0.86696,0.75958,0.81425,0.59861,0.9609,0.54039,1.05505,0.000242609,0.000242609,0.000242609
91,4191.92,0.62589,0.52155,1.09648,0.8687,0.78093,0.81664,0.58392,0.99246,0.56199,1.09478,0.000238728,0.000238728,0.000238728
92,4238.34,0.61032,0.526,1.09572,0.75515,0.80784,0.82968,0.6045,0.96885,0.5631,1.07232,0.000234847,0.000234847,0.000234847
93,4284.64,0.59965,0.51199,1.08647,0.84109,0.78105,0.81795,0.59589,0.97426,0.54865,1.07372,0.000230966,0.000230966,0.000230966
94,4331.33,0.6147,0.50692,1.09899,0.86234,0.76769,0.80906,0.59239,0.97127,0.57108,1.03913,0.000227086,0.000227086,0.000227086
95,4378.71,0.59232,0.49452,1.08162,0.77011,0.81349,0.83569,0.60531,0.96023,0.57028,1.06583,0.000223205,0.000223205,0.000223205
96,4424.42,0.60938,0.50533,1.08744,0.89233,0.73796,0.80687,0.58877,0.95817,0.56974,1.0652,0.000219324,0.000219324,0.000219324
97,4471.5,0.60643,0.50035,1.07788,0.76593,0.81728,0.82586,0.6009,0.95842,0.55047,1.05188,0.000215443,0.000215443,0.000215443
98,4518.92,0.60761,0.5031,1.08381,0.85898,0.7662,0.81766,0.59562,0.9517,0.5579,1.05256,0.000211562,0.000211562,0.000211562
99,4565.22,0.601,0.50375,1.07606,0.86637,0.78071,0.81752,0.59435,0.96417,0.55802,1.0564,0.000207682,0.000207682,0.000207682
100,4611.77,0.60877,0.49846,1.07598,0.8644,0.7706,0.80648,0.58514,0.96629,0.55159,1.06879,0.000203801,0.000203801,0.000203801
101,4656.93,0.60376,0.49894,1.08123,0.83224,0.77858,0.81583,0.59679,0.96156,0.55525,1.04887,0.00019992,0.00019992,0.00019992
102,4702.99,0.5969,0.50029,1.0859,0.88325,0.75343,0.81214,0.59549,0.96065,0.58036,1.05016,0.000196039,0.000196039,0.000196039
103,4749.1,0.58743,0.48404,1.07244,0.75541,0.80059,0.81267,0.5966,0.95103,0.54715,1.05319,0.000192158,0.000192158,0.000192158
104,4795.59,0.59677,0.4976,1.07755,0.85723,0.77249,0.81784,0.60476,0.96956,0.54784,1.05837,0.000188278,0.000188278,0.000188278
105,4841.54,0.57566,0.4766,1.06258,0.87128,0.77316,0.82199,0.6046,0.94437,0.53851,1.06703,0.000184397,0.000184397,0.000184397
106,4887.24,0.59244,0.48663,1.0674,0.87311,0.74093,0.82463,0.60428,0.97367,0.56005,1.04674,0.000180516,0.000180516,0.000180516
107,4933.14,0.58778,0.49517,1.06389,0.88568,0.76614,0.82144,0.59937,0.95718,0.55219,1.04686,0.000176635,0.000176635,0.000176635
108,4979.83,0.57761,0.47124,1.06242,0.71996,0.81738,0.82723,0.61211,0.97488,0.54689,1.08957,0.000172754,0.000172754,0.000172754
109,5026.27,0.58225,0.48136,1.06899,0.83793,0.77163,0.81624,0.60045,0.96707,0.5507,1.05722,0.000168874,0.000168874,0.000168874
110,5072.07,0.57052,0.46595,1.0528,0.82735,0.78352,0.80956,0.60375,0.94601,0.53599,1.0476,0.000164993,0.000164993,0.000164993
111,5117.83,0.56609,0.46825,1.06389,0.87582,0.76169,0.82351,0.61203,0.94978,0.53889,1.07506,0.000161112,0.000161112,0.000161112
112,5163.92,0.57228,0.46538,1.06684,0.85868,0.76549,0.8375,0.6249,0.95938,0.5331,1.04889,0.000157231,0.000157231,0.000157231
113,5209.47,0.57971,0.4706,1.05248,0.73254,0.82916,0.82187,0.60695,0.94934,0.55158,1.07154,0.00015335,0.00015335,0.00015335
114,5255.29,0.55858,0.46893,1.05469,0.86236,0.75175,0.82221,0.60986,0.93733,0.53365,1.04906,0.00014947,0.00014947,0.00014947
115,5301.65,0.55533,0.44564,1.04863,0.86731,0.77337,0.82393,0.61035,0.94294,0.53602,1.05832,0.000145589,0.000145589,0.000145589
116,5346.83,0.56426,0.45633,1.0613,0.87673,0.79315,0.82912,0.61531,0.95072,0.52563,1.0696,0.000141708,0.000141708,0.000141708
117,5392.52,0.56229,0.46269,1.06393,0.84498,0.78086,0.80973,0.59802,0.93909,0.54127,1.03202,0.000137827,0.000137827,0.000137827
118,5438.51,0.56716,0.46115,1.06154,0.89476,0.75888,0.81313,0.60636,0.948,0.55614,1.05032,0.000133946,0.000133946,0.000133946
119,5484.17,0.57114,0.45856,1.04548,0.89609,0.76877,0.81263,0.60216,0.94823,0.54342,1.05122,0.000130066,0.000130066,0.000130066
120,5529.96,0.56626,0.44938,1.04939,0.88436,0.76218,0.81785,0.61262,0.94983,0.53952,1.05179,0.000126185,0.000126185,0.000126185
121,5575.96,0.54733,0.44449,1.046,0.88437,0.76433,0.81851,0.60698,0.94009,0.54297,1.04429,0.000122304,0.000122304,0.000122304
122,5620.88,0.5517,0.44392,1.04076,0.8902,0.7814,0.82898,0.61283,0.93268,0.53017,1.03484,0.000118423,0.000118423,0.000118423
123,5667.19,0.54618,0.44135,1.03918,0.76793,0.83144,0.8297,0.61553,0.93229,0.53978,1.03704,0.000114542,0.000114542,0.000114542
124,5713.1,0.55689,0.45922,1.02911,0.87594,0.76179,0.82028,0.61172,0.93405,0.52851,1.04484,0.000110662,0.000110662,0.000110662
125,5759.23,0.56878,0.44669,1.04377,0.867,0.76837,0.82076,0.61473,0.92302,0.50602,1.02462,0.000106781,0.000106781,0.000106781
126,5805.13,0.53385,0.42559,1.03158,0.87505,0.76891,0.81739,0.60446,0.93084,0.52627,1.04222,0.0001029,0.0001029,0.0001029
127,5850.04,0.56507,0.45032,1.04474,0.8978,0.7824,0.82648,0.61394,0.93032,0.51383,1.0431,9.90192e-05,9.90192e-05,9.90192e-05
128,5896.23,0.55004,0.42287,1.02436,0.78693,0.76954,0.81888,0.60794,0.93995,0.53008,1.06894,9.51384e-05,9.51384e-05,9.51384e-05
129,5941.67,0.53169,0.41582,1.02753,0.87161,0.76398,0.82049,0.6129,0.93166,0.52107,1.05078,9.12576e-05,9.12576e-05,9.12576e-05
130,5988.13,0.53112,0.41373,1.02415,0.85301,0.78544,0.82539,0.60904,0.94365,0.53703,1.06479,8.73768e-05,8.73768e-05,8.73768e-05
131,6033.66,0.52906,0.41631,1.02212,0.86263,0.78003,0.81188,0.60359,0.94313,0.54147,1.05441,8.3496e-05,8.3496e-05,8.3496e-05
132,6079.81,0.56123,0.43375,1.02535,0.86868,0.77565,0.80847,0.60387,0.92964,0.53475,1.04161,7.96152e-05,7.96152e-05,7.96152e-05
133,6125.56,0.54925,0.42009,1.02553,0.87259,0.76346,0.81187,0.60647,0.93819,0.53,1.05358,7.57344e-05,7.57344e-05,7.57344e-05
134,6171.15,0.52862,0.41527,1.02758,0.87846,0.77236,0.80982,0.60579,0.93537,0.53795,1.04767,7.18536e-05,7.18536e-05,7.18536e-05
135,6217.52,0.50935,0.40298,1.017,0.8941,0.7604,0.81551,0.61192,0.93284,0.53448,1.04007,6.79728e-05,6.79728e-05,6.79728e-05
136,6263.15,0.53305,0.4154,1.01637,0.79248,0.78099,0.80723,0.59501,0.94503,0.54515,1.05416,6.4092e-05,6.4092e-05,6.4092e-05
137,6308.44,0.54141,0.4123,1.02526,0.87543,0.77729,0.81724,0.61198,0.93254,0.51808,1.03719,6.02112e-05,6.02112e-05,6.02112e-05
138,6354.66,0.52131,0.40586,1.00578,0.85842,0.79276,0.82123,0.61029,0.91902,0.5206,1.03626,5.63304e-05,5.63304e-05,5.63304e-05
139,6399.99,0.52095,0.39893,1.01246,0.87794,0.79676,0.82809,0.61639,0.92183,0.5264,1.041,5.24496e-05,5.24496e-05,5.24496e-05
140,6446.16,0.51006,0.38746,1.01074,0.88221,0.76529,0.81848,0.61306,0.92627,0.52057,1.0511,4.85688e-05,4.85688e-05,4.85688e-05
141,6493.51,0.67292,0.33765,0.77378,0.88948,0.77285,0.816,0.61018,0.92437,0.5146,1.05485,4.4688e-05,4.4688e-05,4.4688e-05
142,6538.36,0.6478,0.32012,0.76318,0.88654,0.76734,0.81666,0.6147,0.92852,0.51583,1.05732,4.08072e-05,4.08072e-05,4.08072e-05
143,6583.45,0.66034,0.31584,0.76054,0.88637,0.77013,0.82231,0.61496,0.93016,0.51276,1.06164,3.69264e-05,3.69264e-05,3.69264e-05
144,6627.66,0.68115,0.32582,0.7524,0.89829,0.77333,0.82645,0.61662,0.91702,0.50848,1.06106,3.30456e-05,3.30456e-05,3.30456e-05
145,6673.23,0.64632,0.30753,0.7582,0.90338,0.75847,0.82636,0.62039,0.91533,0.49688,1.05112,2.91648e-05,2.91648e-05,2.91648e-05
146,6718.07,0.66402,0.31155,0.74624,0.90755,0.76977,0.82641,0.62258,0.90611,0.5068,1.04489,2.5284e-05,2.5284e-05,2.5284e-05
147,6762.84,0.68032,0.31765,0.74592,0.91054,0.76903,0.8256,0.6193,0.91038,0.50486,1.04194,2.14032e-05,2.14032e-05,2.14032e-05
148,6807.48,0.66136,0.31082,0.74101,0.90204,0.7712,0.82762,0.62189,0.91657,0.49646,1.04333,1.75224e-05,1.75224e-05,1.75224e-05
149,6851.97,0.66145,0.31649,0.74557,0.91035,0.77935,0.8292,0.62331,0.9093,0.5011,1.03946,1.36416e-05,1.36416e-05,1.36416e-05
150,6896.74,0.67013,0.31345,0.74967,0.89944,0.77551,0.82714,0.62189,0.90845,0.49664,1.03857,9.7608e-06,9.7608e-06,9.7608e-06
